제목,리뷰,평점
어벤져스: 엔드게임,역시 기대하고보면 안된다니깐 ,1
어벤져스: 엔드게임,최고다정말로 감동적인영화야ㅠㅠ ,10
어벤져스: 엔드게임,이영화에서도 페미페미거리면서 여자히어로끼리싸우는장면 까는 남자들은 뇌가없는건가..영화를영화로만즐기면되지 마블을 남자만보는것도아닌데 ㅋㅋ우동사리 뇌같은인간들 많은듯 ,8
어벤져스: 엔드게임,그동안의 리뷰어들의 뇌피셜들과는 전혀 다른 전개 ,9
우상,너무 많은걸 가리고 시작하고 눈치 체지못하게 끝난다 관객의 눈높이에 안맞는 영화 아무리 스포 결말내용 이런걸로 너무 갈려고 작정해서 완전 비호감 ,1
어벤져스: 엔드게임,무조건 10점 살면서 본 영화중 최고 ,10
어벤져스: 엔드게임,미쳤네...ㅋㅋㅋㅋ ,10
조선명탐정 : 사라진 놉의 딸,어쩌다 다시 보게 됐는데 다시 봐도 영 아니다. 기대를 낮추고 아무 생각없이 보면 그나마 볼만함. 이 영화의 유일한 수확은 다해역으로 나온 아역배우 이채은의 발견 ,5
어벤져스: 엔드게임,감동적이에요ㅜ... ,10
어벤져스: 엔드게임,두굳둑두ㅜ구쾅쾅쾅... ,10
어벤져스: 엔드게임,영화 늦게 볼 수밖에 없는사람들을 생각해서 스포 자제해주세요ㅠㅠㅠㅎ ,10
어벤져스: 엔드게임,"My heroes, Bye! ",10
어벤져스: 엔드게임,3시간이 너무 짧다.  !! ,10
어벤져스: 엔드게임,말해뭐해 마블이자냐~♡ ,10
어벤져스: 엔드게임,나도 과거로 돌아가 아이언맨1부터 극장에서 다 보고싶다 ,10
어벤져스: 엔드게임,헝헝 왜 끝인가요..ㅠㅠ ,10
어벤져스: 엔드게임,말이 필요없다 아이언맨 사랑합니다. ,10
어벤져스: 엔드게임,장난스포질인줄 알았는데 진짜 타노스가 절름발이라는 것에 놀랐고 묠니르어디갔어? ,10
어벤져스: 엔드게임,총정리네 감동재미액션다있다 ,10
어벤져스: 엔드게임,3000만큼 좋아해.. 어벤져스... ,10
어벤져스: 엔드게임,충분했던 마무리. 아름다웠던 마무리. 마음 한 켠이 찡해지는 마무리였습니다. 다음 마블 영화 기대감 높아지네요 ,10
어벤져스: 엔드게임,3000만큼이 뭐에요? ,10
어벤져스: 엔드게임,진짜 히어로들모일때눈물이맺히드라 넘쪽팔림ㅠ ,10
어벤져스: 엔드게임,인피니티워를 본분들은 이해가 가겠지만 이번편만 보는분들은 이해못할것같아요. 인피니트워를 꼭 보고나서 이번편 보세요. ,10
어벤져스: 엔드게임,너무 재밌어요 여윤이랑 스토리굳 ,10
어벤져스: 엔드게임,감사했습니다~~~~ ,10
어벤져스: 엔드게임,모든걸 다 녹였다. 평점 10점에서 0.1점이라도 뺄점수가 있을지 모르겠다. ,10
어벤져스: 엔드게임,그건 이야기하고싶지 않아 ,10
어벤져스: 엔드게임,앞전 마블영화 복습하고 가세요 더 재미있을겁니다 ,10
어벤져스: 엔드게임,3000만큼 I love you ,10
어벤져스: 엔드게임,기대를 너무많이했나 실망이 많았음 3시간중에 2시간좀넘게는 지루할정도.... 그나마 마지막 전투장면에선 박진감넘치고 좋았는데 페미 떡칠한 장면때문에 몰입확깨졌음 거기서 굳이 페미 떡칠한 장면을 추가할필요가있었을까 싶음 기대를너무해서 많이실망 ,7
어벤져스: 엔드게임,너무 재미있었습니다~다음편도 기대되네요 ,10
어벤져스: 엔드게임,아임 아이언맨으로 시작해서 아임 아이언맨으로 끝났다 ,10
어벤져스: 엔드게임,아임 아이언맨으로 시작해서 아임 아이언맨으로 끝났다 ,10
어벤져스: 엔드게임,감사합니다 이 시대에 태어나게 해주신 우리 부모님 ,10
어벤져스: 엔드게임,마지막이라는거에 보는내내 눈물만 나드라 ,10
어벤져스: 엔드게임,3000만큼 사랑해ㅜㅜ ,10
어벤져스: 엔드게임,이승엽이 생각났다...이승엽 때문에 야구봤고 이승엽 은퇴하고 야구 접음 ,10
어벤져스: 엔드게임,마블시리즈 대부분을 아우르는 잘만든영화입니다.두번보세요ㅋㅋ ,10
어벤져스: 엔드게임,I am Iron man ,10
어벤져스: 엔드게임,쌋다!! bro          .... ,10
어벤져스: 엔드게임,마지막 1시간정도 전투신은 진짜 방광이 터질것같더라도 화장실가지말자. ,10
어벤져스: 엔드게임,시리즈의 완벽한 마무리 ,10
어벤져스: 엔드게임,울고 웃을수있던 어벤져스 ,10
어벤져스: 엔드게임,"어벤져스 시리즈를 모두 봤다면 ""종합과자 선물 세트""! ",2
어벤져스: 엔드게임,스포일러 피할려고 하루종일 고생했다. 정말 모든 것을 걸고 어벤져스가 싸웠고 인피니티워가 마무리하지 못한 지난 11년을 잘 정리했다. 사실 내용 하나하나 보면 이해 안 되는 게 많아서 처음부터 다시 봐야 할 듯. ,10
어벤져스: 엔드게임,나의 10년동안 매번 기대와설렘으로 가득차게 해줘서 고마웠다!! ,10
노팅 힐,풋풋했던 시절이 생각나는 좋은영화~ 지금 다시보면 그 설레임은 없을것 같아 너무 다 알아버렸기 때문일까~~ 다시한번 그때를 느끼러 간다~ ,9
어벤져스: 엔드게임,저 7월 말에 휴가 나갈 때까지 기다려주세요.. 지금 당장 군부대 뛰쳐나가서 아이맥스로 이 영화를 볼 수 없다는게 엄청 열이 나니깐.. ,10
어벤져스: 엔드게임,너무너무 좋았습니다~~ ,10
어벤져스: 엔드게임,역사적인 대단원의 마무리 ,10
생일,어느정도 의 감동은 있었지만 처음에는 지루함 도 있어서  마지막부분의 감동을 다 느끼지 못햇어요.같은 부모의 맘으로 동감합니다. ,6
타이타닉 2,하2.22 맞쳐야겠다 ,1
어벤져스: 엔드게임,말이 필요없는...ㅜㅜ ,10
어벤져스: 엔드게임,마블팬이라면 그들의 서사에 눈물이 흐를겁니다쿠키영상은 없지만배우들의 친필 감사 싸인이 나오는감동이있으니 꼭 보세요. ,10
모아나,"디지니는 자막으로만 보다가 요것만 이상하게 더빙으로 봤는데, 진짜 강추입니다. ",8
어벤져스: 엔드게임,I am Iron Man ,10
어벤져스: 엔드게임,영원히 기억될 화려한 피날레 ,10
토르: 천둥의 신,마블 시리즈치고 퀄 너무 구림 구려도 너무 구려서 다신 안 볼 듯 ,5
어벤져스: 엔드게임,최고에요 말이 필요 있나요 ,10
어벤져스: 엔드게임,역대 최고 말이 필요없다 ,10
어벤져스: 엔드게임,다시금 이렇게 10년 넘게 즐길수 있는 영화 시리즈를 볼수 있을까? ,10
어벤져스: 엔드게임,시간은 잘가는데 정말 무난하게 마무리만 하고 끝난 느낌 ,6
어벤져스: 엔드게임,기대이하...아이언맨끝 ,5
어벤져스: 엔드게임,어벤져스 등장하는거 개간지다 ,10
어벤져스: 엔드게임,10년 동안 숙성시킨 재료로 잘 만든 비빔밥. ,10
어벤져스: 엔드게임,진짜 잊을 수 없는 영화 이런 영화를 다시 볼 수 있을까 ,10
어벤져스: 엔드게임,토르를 왜 저렇게 해놨어...충격이다ㅜㅜ 그리고 캡마는 영웅처럼 나올것 같드니 뭐한건지 바쁘심갠적으론 인피니티워가 최고..ㅜㅜ ,8
어벤져스: 엔드게임,어떤 기대든 하셔도 좋아요 그 기대를 무조건 뛰어넘는 전율을 드립니다 ,10
어벤져스: 엔드게임,정말 너무너무 재밌어요ㅜㅜ대장정의 막을 내린ㅜㅜ ,10
어벤져스: 엔드게임,마지막 한타 지렸다.. ,10
어벤져스: 엔드게임,지렸다..아..두시간동안 화장실참았다ㅋ ,10
어벤져스: 엔드게임,펑펑 울다왔어요ㅜㅜ 어떤장면도 놓칠 수가 없고 그냥 눈물만 쏟다왔습니다ㅜㅜ 시리즈 정주행할거에요ㅜㅜㅜ ,10
"다시, 봄",기대했던 것 보다 내용 전개도 신선했고 배우들의 연기 합도 좋았습니다. 추천해요! ,10
늑대아이,하나가 대학 졸업하고 평범하게 살았음 좋았을듯 ,9
어벤져스: 엔드게임,마지막이라아쉽다..3시간으로끝낼수있는스토리가아님.. ,10
돈,낫배드 볼만했으요 유지태 비중 아쉽 ,8
어벤져스: 엔드게임,모든 것에는 끝이 있기 마련이지만... 보내주려니 쉽지 않네요. We need avengers yet... ㅠㅠ ,10
어벤져스: 엔드게임,아이언맨 내 최고의 히어로ㅠㅠ ,10
어벤져스: 엔드게임,슬프네요..ㅠ 어벤저스 ,10
생일,이젠 더이상 아프지 말자 다음 생애에는 이 아저씨가 못다한 꿈 이룰수 있도록 도와줄게~ 내결혼기념일 4.16 평생 잊지 않을게~ ,10
어벤져스: 엔드게임,과정이 너무 지루함 아이언맨죽고 블랙위도우 죽음.캡틴은 할배됨 끝 ,6
어벤져스: 엔드게임,마무리 영화로는 좋다고 생각합니다. ,8
어벤져스: 엔드게임,살면서 평점 처음남겨봅니다 지금도 심장이 두근거립니다 꼭 시리즈 다보고 보세요 ,10
어벤져스: 엔드게임,마블의 주인공은 아이언맨이었다.. ,10
어벤져스: 엔드게임,흩어져 있던 여자 캐릭들 갑자기 다모여서 싸우는 억지 연출 씹오바임 ㅠㅠㅠ ,6
어벤져스: 엔드게임,너무 재밌었어용 ㅎㅎ 기대한만큼!! ,10
어벤져스: 엔드게임,3000만큼 사랑해 치즈버거 먹고싶다 ,10
어벤져스: 엔드게임,클리셰 범벅이지만 인피니티 사가의 마무리는 이래야 했던 느낌! ,10
노무현과 바보들,한때 돌하나던졌던 내자신이 부끄러워지는영화..  외롭게 그렇게 외면하는게 아니였는데비가와도 안와도 대통령탓할때 왜저러지?만 했던게  끝내 지켜드리지 못한 일이 될줄은 몰랐는데...  그렇게 떠나가시네 .. ,10
어벤져스: 엔드게임,아아.. 아이언맨... 캡틴... 안되어에에~~마블 3000 만큼 사랑합니다~ ,10
어벤져스: 엔드게임,스포는 저제합시다ㅠㅠ ,10
어벤져스: 엔드게임,역시 어벤져스! 기다린만큼 재미와 감동 슬픔 모두 전율적으로 느끼고 왔습니다~ 스포는 자제해주세요~ ,10
어벤져스: 엔드게임,그냥 평점만 박고 갈게. 마블 시리즈 다 봤다면 평점 10점을 줄 수밖에 없다 ,10
어벤져스: 엔드게임,시작과끝 잊지 않을게요 아임아이언맨 ,10
판도라,경각심을 갖게 해주는 훌륭한 영화네요! ,10
어벤져스: 엔드게임,너무 재밌게 봤습니다 ㅜㅜ ,10
어벤져스: 엔드게임,짱입니다 짱이야 스포하지마 ,10
어벤져스: 엔드게임,살다살다 히어로물 보고 질질짠건 생에 처음이다 토르 등장씬은 2위인걸로 ,10
어벤져스: 엔드게임,역대최고의 마블영화 함께 울고웃었다 ,10
어벤져스: 엔드게임,재밌어요 꼭 보세요ㅎㅎㅎㅎ ,10
어벤져스: 엔드게임,진짜  최고의 영화다.이 영화에서 영향력 가장 큰 사람아이언맨 공감  캡틴아메리카 비공감 누르기 ,10
어벤져스: 엔드게임,스포하는 놈은 진짜 감옥가야한다.이렇게 재밌는 영화를...근데 쿠키영사이 없어서...  충격 받음 ,10
어벤져스: 엔드게임,그냥 최고 역대급 마블의 끝판왕 ,10
어벤져스: 엔드게임,내 생에 가장 짧은 3시간이였다. 3000만큼 재밌어요ㅠㅠ ,10
어벤져스: 엔드게임,보는 내내 오오거리고 재밌는대사 소리내서 따라하는 무개념20대 커플덕분에 영화가 더 재밌었네요.  어린애들보다 나대는 커플을 피해야할듯 싶음 ,10
돈,라이터녹음기 막판에 나올줄 뻔히 알았다....아니 그걸 다녹음한거야? 하...왕유치 ,1
어벤져스: 엔드게임,Avengers! Assemble! ,10
어벤져스: 엔드게임,엥.. 나만 재미없었나? 전작에 비해 스토리며 액션 모두 너무 별로던데 ,1
어벤져스: 엔드게임,이게 180분이라니 더 넣었으면 좋았을껄.. ,10
어벤져스: 엔드게임,어벤저스 보며 첨으로 울었어요 세번..사랑해요 3천만큼 ,10
어벤져스: 엔드게임,마블 사랑합니다ㅠㅠㅠ ,10
어벤져스: 엔드게임,3000만큼 재미지네요. ,10
어벤져스: 엔드게임,진짜 재미 있었습니다토니스타크 너무 ㅠㅠㅠㅠ ,10
노팅 힐,"언제봐도, 다시 봐도 좋은 명작 ",9
어벤져스: 엔드게임,아이언맨 블랙쉐도우가 죽다니 ㅠ.ㅠ ,1
어벤져스: 엔드게임,3000이라는 숫자가 눈물을 ㅠㅠ ,10
어벤져스: 엔드게임,잼나요내사랑어벤져스 ,10
어벤져스: 엔드게임,말이필요없다. 최고다. ,10
어벤져스: 엔드게임,타노스는 스톤없이도 이렇게 강하기있나요.. ,10
어벤져스: 엔드게임,가오갤찍는 토르.. 토르 찍는 캡틴.. 캡틴아메리카 찍는 토니..페어웰 어벤져스 ,10
어벤져스: 엔드게임,인피니티워에서 토르 등장씬보다 5억배 소름 ,10
어벤져스: 엔드게임,어벤져스 시리즈의 완벽한 피날레!! ,10
어벤져스: 엔드게임,너무 슬프므로..점수 이만큼만 드릴게요 ,8
어벤져스: 엔드게임,3시간 동안 울었다.. 하지만 난 그 인연에 행복했다 ,10
어벤져스: 엔드게임,감사합니다 마블..완벽하고 훌륭한 마무리에기립박수를 보냅니다. ,10
어벤져스: 엔드게임,세시간이 30분 같았어요 ㅎㅎ ,10
어벤져스: 엔드게임,잼씀보셈스포는 절대보지마셈보기 전까지 걍인터넷 끊으렘 ,10
어벤져스: 엔드게임,오버는 안하겠고 그냥 영화가 너무 멋있었다. 끝맺음이 이정도라면 충분히 행복한 영화였던것 같다. 이 세계관에 대해서 더욱더 궁금해진다. ,8
어벤져스: 엔드게임,관찮았어요. 재미있게 보았습니다 ,10
어벤져스: 엔드게임,10년을 함께 했던 어벤저스의 더할 나위 없는 은퇴식이었다 . 정말이지 만족스러운 세시간이었다. ,10
어벤져스: 엔드게임,이제 끝이라니... 백점 만점에 3000점 준다. ,10
어벤져스: 엔드게임,그냥 말이 필요 없음.. ,10
어벤져스: 엔드게임,다필요없고 여히어로들이 최고였다..캡마 하고싶은거 다해ㅠㅠㅠㅠ너무좋아ㅠㅠㅠ ,10
어벤져스: 엔드게임,우리가 무슨 상상하든 그 이상을 경험하게 될 것입니다. ,10
어벤져스: 엔드게임,아임아이언맨 이거밖에 기억안남꽁짜로 봐서 다행임 ,2
어벤져스: 엔드게임,MCU 11년간 고생 많았고 저희에게 희망과 재미를 선사해 주셔서 너무 감사합니다. ?? ,10
어벤져스: 엔드게임,굿바이 토니 스타크 굿바이 나타샤 ,10
어벤져스: 엔드게임,너무너무재미있어요 시간가는줄몰랐어요~~~~ ,10
팀 버튼의 크리스마스 악몽,ㅋㅋ 아니 이게 영화냐 ㅋㅋㅋ 책보다 재미없다 ㅋㅋ ,1
어벤져스: 엔드게임,영화잼나게 잘봤스51612 ,10
어벤져스: 엔드게임,ㅠㅠ진짜 최고 매 장면마다 소름돋고 정말 최고의 결말이었습니다 시간가는 줄 모르고 봄 ,10
어벤져스: 엔드게임,이보다 더 완벽한 마무리가 있을 수  있나? ,10
어벤져스: 엔드게임,타노스가 내 3시간을 가져갔다 ,10
어벤져스: 엔드게임,최고입미다! 캡틴 아메리카 아이언맨 ,10
크게 될 놈,요즘엔 ~~이런 마음을 울리는 영화가좋다^^ ,10
어벤져스: 엔드게임,그냥 여운 남는 드라마 한편 본 느낌 ,10
어벤져스: 엔드게임,울었다.더이상질문안받는다. ,10
어벤져스: 엔드게임,진짜로 재밌게 봣네요ㅎㅎ I am a ironman~ ,10
어벤져스: 엔드게임,토니를 다시 못본다고 생각하니 너무 슬퍼요  ㅠㅠ진정한 히어로 ..수고햇어요 토니 모건처럼 3000만큼 사랑해요ㅠㅠㅠㅠ ,10
자전차왕 엄복동,상업화된 한국영화의 말로를 보여주는 영화 ,1
미성년,작품성연기력이 좋아요 ,10
닥터 스트레인지,한차원 눈을 더 뜨게한 영화 ,10
어벤져스: 엔드게임,개인적으로 마블영화중에 가장 재미있었다 ,10
12번째 솔저,가슴찡한 실화.. 안보신분들 정말 강추 합니다. ,10
